"item_id","construct","subconstruct","item_format","age_band","entry_kind","stimulus_modality","cognitive_process","response_format","engagement_affordance","adaptivity_fit","tail_discrimination","coachability_bias_risk","advantage_vs_cogat","source_name","source_url","ip_status","reuse_note"
"PS-037","processing_speed","choice_reaction_time","derive intra-individual RT variability (SD and the slow-tail tau) and lapse frequency from any speeded block; per the worst-performance rule, a child's SLOWEST responses, not their fastest, carry the ability signal","K-8","item_type","interactive","attentional control and consistency of processing (lapse regulation), not peak speed","other","design any speed game to log the full RT distribution; reward steadiness (few lapses) rather than a single fast burst, which also discourages reckless speed","med - this is a scoring/analytics layer over existing speeded tasks rather than a new item; applies broadly","med - among speed indices, RT variability and worst-trial performance are the most ability-linked, so this is the best speed-derived tail signal (still modest)","harder to fake than peak speed (you cannot easily fake NOT lapsing); still affected by attention, fatigue, motivation and device latency","this is the key insight for the construct: consistency/lapse metrics beat peak speed for ability and double as an engagement/effort check; CogAT yields no distributional/process data at all","Deary-Liewald reaction time task and the RT-variability/worst-performance literature (PsyToolkit)","https://www.psytoolkit.org/experiment-library/deary_liewald.html","open_license","adapt_ok - compute variability/tau/lapse metrics from our own speeded blocks"
"PS-038","processing_speed","visual_matching","computer-administered same/not-same pattern comparison; raw score is the number of correct items completed in 90 seconds; distributed via the official HealthMeasures/NIH Toolbox program","K-8","item_type","interactive","perceptual comparison speed (choice reaction time)","mcq","short, self-contained, and already child-tested (smiley/frowny for under-8s); wrap in a countdown but keep accuracy-first scoring","high - standardized, brief, and continuously scored; easy to slot into a battery","low - purpose-built to isolate speed with minimized errors, so it does not stretch the gifted tail","documented practice effect; device/motor and attention confounds; motivation-sensitive","weak standalone; a well-validated, free processing-speed index usable as collateral evidence and a consistency check; CogAT has no equivalent","NIH Toolbox (HealthMeasures)","https://www.healthmeasures.net/","research_described","describe_only - use the validated paradigm as a model; do not copy Toolbox items"
"PS-039","processing_speed","coding_digit_symbol","scrolling digit-symbol substitution with keyboard or touch input; scores the number of correct matches and the average time per correct match","6-8","item_type","interactive","perceptual matching speed with associative learning and response speed","timed_tap","the scrolling feed is intrinsically paced like a rhythm game; report correct count and average correct-match time, not frantic input","high - key length, symbol set, input mode and duration are all configurable","low - a canonical speed measure; weak high-end separation","strong practice/memorization effects; input-device latency; attention-sensitive","weak standalone; provides per-response timing (a consistency read) CogAT lacks; not a tail discriminator","Digit Symbol Substitution Test (Millisecond Test Library)","https://www.millisecond.com/library/digitsymbolsubstitutiontask","research_described","describe_only - the DSST paradigm is public but this specific Inquisit implementation is commercial; build our own"
"PS-040","processing_speed","symbol_search","arcade tap-the-target with a visible accuracy meter: the combo builds only on correct AND fast taps and breaks on any false alarm, so speed is rewarded only when controlled","K-8","example_item","interactive","visual search speed under an explicit speed-accuracy constraint","timed_tap","the reference design for gamifying speed responsibly - countdown and combo for excitement, but the false-alarm penalty prevents rewarding impulsive fast-but-wrong responding","high - density, similarity and spawn rate scale difficulty; continuous scoring","low - even well-designed, arcade speed does not separate the gifted tail; use accuracy-gated speed and consistency as the real read","large practice/skill effects and device dependence remain; the accuracy gate mitigates (does not remove) impulsivity confounds","weak as a gifted signal; its purpose is high, honest engagement plus an impulsivity/consistency read; CogAT offers no behavioral engagement telemetry","PsyToolkit Experiment Library (visual search / RT tasks)","https://www.psytoolkit.org/experiment-library/","open_license","adapt_ok - base the arcade layer on open library tasks; add an accuracy-gated combo"
"QR-001","quantitative","number_series","infer the rule of a number sequence and supply the next term","4-5","example_item","numeric","quantitative pattern induction (find the generating rule, not compute)","constructed","'crack the safe' - each correct next term rotates a lock dial; the full sequence opens a vault","high - AIG can vary step rules, magnitudes, and interleave two rules to any difficulty","high - multi-rule and alternating sequences push the ceiling well past grade computation","med - sequence drills are coachable; keep rule families novel and low notation load","decouples rule induction from arithmetic fluency and logs per-term latency CogAT omits","TIMSS 2003 released grade 4 mathematics items (IEA)","https://nces.ed.gov/timss/released-questions.asp","gov_released","adapt_ok - internationally released items; attribute TIMSS/IEA"
"QR-002","quantitative","pattern_completion","'number machine' input-output task: infer the transformation rule and give the output","4-5","example_item","mixed","functional reasoning: induce an input-to-output mapping","constructed","'function factory' - feed numbers into a machine, watch outputs, deduce the hidden gear","high - operation and constant are fully templated for cloning","high - two-step or composite hidden rules separate the top tail","med - 'what is my rule' games are teachable; rotate rule families","rewards rule discovery over calculation and captures hypothesis-testing process","TIMSS 2003 released grade 4 mathematics items (IEA)","https://timssandpirls.bc.edu/","gov_released","adapt_ok - released internationally; attribute TIMSS/IEA"
"QR-003","quantitative","pattern_completion","generalize a growing figural-number pattern to the nth case and justify the relationship","6-8","example_item","figural","inductive generalization to a general term plus proportional reasoning","constructed","'level architect' - build the next tier of a growing mosaic, then predict tier 100","high - generator scales tier size and the growth law","high - generalize-and-justify has a very high ceiling","low - genuine generalization is hard to coach; watch reading load","measures far-transfer generalization and explanation, not a memorized formula","PISA 2022 released mathematics units - Triangular Pattern (OECD)","https://www.acer.org/files/pisa_relitems_maths_2.pdf","gov_released","adapt_ok - OECD holds copyright; released for educational use with attribution"
"QR-004","quantitative","pattern_completion","reason across figural and numeric representations of a pattern (step pattern / number cubes)","6-8","example_item","figural","pattern abstraction across representations","mcq","'blueprint match' - rotate and stack blocks to satisfy a numeric pattern rule","high - shapes and counts are swapped programmatically","med - MC caps the ceiling unless distractors are near-misses","low - novel visuals reduce coaching; some spatial load","adds cross-representation reasoning (figure to number) CogAT quant keeps purely numeric","PISA released mathematics items and scoring guides (OECD/NCES)","https://nces.ed.gov/surveys/pisa/pdf/items2_math.pdf","gov_released","adapt_ok - released items; attribute OECD/PISA"
"QR-005","quantitative","word_problem_reasoning","model two growing quantities and find where they are equal (PISA Apples)","6-8","example_item","mixed","translate a scenario into relations and reason to an equality point","constructed","'orchard planner' - grow two patterns until they tie; a slider reveals the crossover","high - rates and relationships vary via templates","high - model-building plus solving equality is strong at the tail","med - structure is learnable; contexts change bias exposure","prioritizes model-building and relational reasoning over routine computation","PISA released mathematics items and scoring guides (OECD/NCES)","https://nces.ed.gov/surveys/pisa/pdf/items2_math.pdf","gov_released","adapt_ok - released items; attribute OECD/PISA"
"QR-006","quantitative","number_sense_magnitude","interpret the value of a point marked on a number line","4-5","example_item","numeric","magnitude mapping onto a spatial scale","timed_tap","'number-line archery' - tap where the arrow lands to name the value; ring scoring","high - endpoints, scale, and target are fully parameterized","med - a single point has a ceiling; raise with fractions/decimals and unlabeled ticks","low - conceptual magnitude resists drilling and carries low language load","pure magnitude sense with latency data; CogAT has no number-line estimation","NAEP Mathematics released / sample questions (NCES)","https://www.nationsreportcard.gov/mathematics/sample-questions/","gov_released","reuse_verbatim - U.S. government work; released items reproducible with citation"
"QR-007","quantitative","number_sense_magnitude","decompose a multi-digit number by place value and reason about its structure","4-5","example_item","numeric","place-value structural reasoning","drag_drop","'base-ten builder' - drag blocks to compose and decompose the target amount","high - magnitude and alternate representations vary freely","med - ceiling unless nonstandard decompositions are required","med - place value is taught in curriculum; use nonroutine framings","targets structural number sense rather than analogy or series formats","NAEP Mathematics sample questions, grade 4 (NCES)","https://www.nationsreportcard.gov/mathematics/sample-questions/","gov_released","reuse_verbatim - U.S. government work; cite NAEP/NCES"
"QR-008","quantitative","number_properties_reasoning","reason about number properties (even/odd, factors) or how to create the largest result","6-8","example_item","numeric","deductive reasoning about number properties and optimization","mcq","'boss battle' - choose numbers and operations to maximize a result and beat the level","high - property, operands, and goal are all templatable","high - optimize-and-justify tasks discriminate strongly at the top","low - property reasoning is less coachable than computation drills","rewards strategic and deductive number reasoning beyond CogAT rule-finding","NAEP Questions Tool - released mathematics items (NCES)","https://www.nationsreportcard.gov/nqt/","gov_released","reuse_verbatim - U.S. government work; cite NAEP/NCES"
"QR-009","quantitative","word_problem_reasoning","short constructed response: solve and explain a numeric result","6-8","example_item","verbal","quantitative justification and explanation","constructed","'prove-it panel' - submit the answer, then drag reasons to justify it for bonus stars","med - stems are templatable but scoring needs a rubric or AI grader","high - explanation quality separates the gifted tail","med - explanations carry language and DIF risk; apply rubric fairness checks","captures the reasoning-and-justification process CogAT multiple-choice cannot","NAEP Mathematics released questions (NCES)","https://www.nationsreportcard.gov/mathematics/sample-questions/","gov_released","reuse_verbatim - U.S. government work; cite NAEP/NCES"
"QR-010","quantitative","quantitative_comparison","compare two magnitudes and judge greater / less / equal","2-3","example_item","numeric","relational magnitude comparison without full computation","mcq","'tug-of-war' - the bigger quantity pulls the rope; a tie holds the center","high - operands and representations are fully generated","med - ceiling unless mixed fractions, negatives, or expressions are used","low - concept-level comparison resists rote drills","isolates comparison reasoning and latency; CogAT lacks a comparison item","Smarter Balanced practice and sample mathematics items","https://smarterbalanced.org/our-system/students-and-families/samples/","gov_released","adapt_ok - consortium-released practice items; cite Smarter Balanced"
"QR-011","quantitative","number_sentence_building","enter values to make a relation true or balance both sides of an equation","6-8","example_item","numeric","reasoning about equality and equation structure","constructed","'balance beam' - add units to either pan until the equation levels out","high - operands, missing slots, and operations all vary","high - multi-unknown and constrained items push the tail","med - equation drills are coachable; use novel constraints","targets equation-building and equality reasoning vs CogAT's fixed puzzle format","Smarter Balanced practice and sample mathematics items","https://smarterbalanced.org/our-system/students-and-families/samples/","gov_released","adapt_ok - consortium-released practice items; cite Smarter Balanced"
"QR-012","quantitative","number_sense_magnitude","place a point or fraction at the correct location on a number line","2-3","example_item","interactive","ratio-scale magnitude estimation","timed_tap","'zip-line drop' - slide and drop the marker on the exact spot; a precision meter scores it","high - endpoints, target, and granularity are parameterized","med - raise the ceiling with unlabeled and fractional targets","low - estimation concept is low-coachability and low language","adds continuous magnitude precision and response-time signal absent in CogAT","Smarter Balanced practice and sample mathematics items","https://smarterbalanced.org/our-system/students-and-families/samples/","gov_released","adapt_ok - consortium-released practice items; cite Smarter Balanced"
"QR-013","quantitative","word_problem_reasoning","multi-step open-response math problem (grade 4)","4-5","example_item","mixed","multi-step problem modeling and strategy selection","constructed","'quest map' - solve each clue to unlock the next map tile toward treasure","med - contexts are templatable but open scoring needs a rubric","high - multi-step open response is strong at the tail","med - familiar contexts vary by background; check DIF","rewards strategy, modeling, and partial-credit process over a single MC pick","Massachusetts MCAS released mathematics items (MA DESE)","https://www.doe.mass.edu/mcas/testitems.html","gov_released","adapt_ok - state-released items; cite MA DESE MCAS"
"QR-014","quantitative","word_problem_reasoning","multi-step quantitative reasoning problem (grades 6-8)","6-8","example_item","mixed","integrate operations and relations across several steps","constructed","'engineer challenge' - budget parts across stages to build a working machine","med - scenario parameters are templatable","high - chained reasoning separates top performers","med - reading and context load; monitor bias","measures sustained multi-step reasoning CogAT's short items miss","Massachusetts MCAS released mathematics items (MA DESE)","https://www.doe.mass.edu/mcas/testitems.html","gov_released","adapt_ok - state-released items; cite MA DESE MCAS"
"QR-015","quantitative","number_series","continue an early pictorial pattern or quantity sequence","K-1","example_item","pictorial","early pattern induction with pictures and quantities","mcq","'caterpillar crawl' - choose the next body segment to grow the pattern","high - swap motifs and quantities; a strong early-grade pool","med - young-band ceiling; add double patterns to raise it","med - contest prep exists; rotate novel motifs","playful, low-language early reasoning below CogAT's quantitative floor","Math Kangaroo USA free sample questions (grades 1-2)","https://mathkangaroo.org/mks/practice/free-question-samples/","publisher_sample_describe_only","describe_only - link official samples; KSF copyright, do not reproduce"
"QR-016","quantitative","word_problem_reasoning","nonroutine logic or number puzzle (grades 3-4)","2-3","example_item","mixed","nonroutine deductive quantitative reasoning","mcq","'escape room' - each puzzle yields one digit of the exit code","high - large multilingual archive; parameterizable","high - nonroutine puzzles have a high ceiling","med - Kangaroo coaching is common; use fresh variants","emphasizes creative nonroutine reasoning absent from CogAT templates","Math Kangaroo USA past exams and samples (grades 3-4)","https://mathkangaroo.org/mks/practice/pdf-exams/","publisher_sample_describe_only","describe_only - link official PDFs; KSF copyright, do not reproduce"
"QR-017","quantitative","word_problem_reasoning","multi-constraint reasoning sample (grades 5-6)","4-5","example_item","mixed","multi-constraint quantitative reasoning","mcq","'heist crew' - assign numbers to roles so every constraint is satisfied","high - constraint templates scale difficulty","high - constraint satisfaction is a strong discriminator","med - practice effects; rotate contexts","nonroutine constraint reasoning beyond CogAT's item families","Math Kangaroo USA free sample questions (grades 5-6)","https://mathkangaroo.org/mks/practice/free-question-samples/","publisher_sample_describe_only","describe_only - link official samples; KSF copyright, do not reproduce"
"QR-018","quantitative","word_problem_reasoning","insight-based competition problem (grades 8 and below)","6-8","example_item","numeric","insight-based mathematical problem solving","mcq","'speed-run leaderboard' - timed solves earn ranks and badges","high - deep official archive; concept-tagged clones are feasible","high - designed to discriminate the strongest middle-schoolers","med - heavy prep culture; use unreleased clones for scored use","ceiling far above grade level with genuine insight, unlike CogAT's fixed cap","MAA AMC 8 past problems (official, hosted with MAA permission)","https://live.poshenloh.com/past-contests","publisher_sample_describe_only","describe_only - link official problems; MAA copyright, do not reproduce verbatim"
"QR-019","quantitative","word_problem_reasoning","Sprint/Target past-competition problem","6-8","example_item","numeric","multi-step quantitative problem solving under time","constructed","'countdown arena' - head-to-head buzzer rounds with combo streaks","high - large official problem base with topic and difficulty tags","high - Target and Sprint rounds span to the elite tail","med - competitive coaching is common; refresh items","adds timed multi-step reasoning and speed-accuracy tradeoff data CogAT lacks","MATHCOUNTS past competitions (free downloads)","https://www.mathcounts.org/resources/past-competitions","publisher_sample_describe_only","describe_only - link official downloads; MATHCOUNTS copyright, do not reproduce"
"QR-020","quantitative","quantitative_comparison","quantitative-comparison format: greater / less / equal / cannot be determined","6-8","item_type","numeric","relational reasoning plus a sufficiency judgment","mcq","'balance-or-bust' - pick which side tips, or flag 'not enough info' for a risk bonus","high - two quantities generated from templates with four fixed options","high - the 'cannot be determined' option sharply tests reasoning depth","low - the format transfers little rote payoff; it stays reasoning-dependent","uniquely tests reasoning-under-uncertainty (sufficiency) missing from CogAT","ETS GRE Quantitative Comparison question type (format only)","https://www.ets.org/gre/test-takers/general-test/prepare/content/quantitative-reasoning.html","publisher_sample_describe_only","describe_only - adapt the format to K-8 magnitudes; ETS item content is copyright"
"QR-021","quantitative","number_sense_magnitude","number-line estimation: locate a target number on a bounded line","K-1","item_type","interactive","linear vs logarithmic magnitude representation","timed_tap","'treasure map' - plant the flag where the number lives; closer earns more gold","high - endpoints and target scale freely with classic parameterization","med - a single estimate; raise range and precision for older bands","low - taps core magnitude sense with minimal language and low coaching","well-validated magnitude metric plus estimation-error and latency signal CogAT omits","Siegler, Magnitude knowledge: the common core of numerical development","https://siegler.tc.columbia.edu/wp-content/uploads/2019/02/Siegler2016-magknow.pdf","research_described","adapt_ok - open research paradigm; re-implement and cite Siegler & Opfer"
"QR-022","quantitative","number_sense_magnitude","approximate number system dot-comparison: choose the array with more dots","K-1","item_type","pictorial","nonsymbolic quantity discrimination (ratio-dependent)","timed_tap","'feed the monster' - tap the bigger snack pile before it vanishes","high - dot counts, ratios, and areas are generated; ratio sets difficulty","med - ANS acuity ceilings; add controls so area does not leak the answer","low - preverbal and culture/language-fair; hard to coach","fully nonverbal magnitude acuity plus RT, testable before reading, unlike CogAT","Panamath: the psychophysical assessment of number-sense acuity (Halberda)","https://panamath.org/","research_described","adapt_ok - documented paradigm; implement with area/density controls and cite"
"QR-023","quantitative","quantitative_comparison","symbolic magnitude comparison: choose the larger of two numbers","K-1","item_type","numeric","symbolic number ordering with numerical distance effect","timed_tap","'sumo showdown' - tap the heavier number; quick taps build a win streak","high - operand pairs and numerical distance are parameterized","med - simple pairs are low ceiling; use multi-digit and fraction pairs","low - the ordinal concept is low-coachability with minimal language","distance and compatibility-effect RT data index number sense CogAT ignores","Schneider et al. review: magnitude comparison and number-line estimation","https://www.uni-trier.de/fileadmin/fb1/prof/PSY/PAE/Team/Schneider/Schneider_Thompson_Rittle-Johnson_InPress.pdf","research_described","adapt_ok - standard paradigm; re-implement and cite"
"QR-024","quantitative","number_sentence_building","mathematical-equivalence items (meaning of the equal sign, e.g. 3+4=_+5)","2-3","item_type","numeric","relational understanding of the equal sign","constructed","'seesaw fix-it' - add blocks to the light side until the seesaw is level","high - operands, blanks, and position of the unknown are templated","high - nonstandard equations reveal deep equivalence understanding","low - it exposes misconceptions that rote practice hides","diagnoses relational equality reasoning, a known gifted-math signal CogAT misses","Rittle-Johnson et al. (in Schneider review of numerical development)","https://www.uni-trier.de/fileadmin/fb1/prof/PSY/PAE/Team/Schneider/Schneider_Thompson_Rittle-Johnson_InPress.pdf","research_described","adapt_ok - research-described item family; re-author items and cite"
"QR-025","quantitative","number_series","Number Series: find the beads/number that continue an ordered numeric series","K-8","item_type","numeric","rule induction over an ordered numeric series","mcq","'abacus dial safe' - slide beads to the value that continues the pattern","high - vendor and AIG both clone series easily","med - MC ceiling; multi-rule series are needed to reach the tail","high - among the most coached CogAT formats","baseline format we must beat by adding process data and a higher ceiling","CogAT test descriptions - Number Series (Riverside Insights)","https://onlinehelp.riversideinsights.com/Help/DM/mergedProjects/DM_Assessments_Help/DataManager_Test_Assessment/Test_and_Score_Descriptions/CogAT_Test_Descriptions.htm","proprietary_describe_only","describe_only - secure item type; describe format only, never reproduce"
"QR-026","quantitative","number_analogies","Number Analogies: infer the quantitative relation in a 2x2 and complete it","K-8","item_type","numeric","relational mapping of quantitative relations","mcq","'rule detective' - crack the hidden relation, then apply it to solve the case","high - relation family and operands are templatable","med - MC caps the ceiling; layered relations raise it","high - a classic tutoring target with high coachability","we can raise the tail and log relation-search latency the CogAT MC hides","CogAT test descriptions - Number Analogies (Riverside Insights)","https://onlinehelp.riversideinsights.com/Help/DM/mergedProjects/DM_Assessments_Help/DataManager_Test_Assessment/Test_and_Score_Descriptions/CogAT_Test_Descriptions.htm","proprietary_describe_only","describe_only - secure item type; describe format only, never reproduce"
"QR-027","quantitative","number_sentence_building","Number Puzzles: choose the value that balances both sides / solves for the missing part","2-3","item_type","numeric","equation constraint reasoning","mcq","'balance the scales' - swap tokens so both trays match","high - operands and unknowns are generated","med - MC ceiling; multi-operation constraints raise it","high - a widely coached CogAT format","improve with constructed responses and a strategy trace beyond CogAT MC","CogAT test descriptions - Number Puzzles (Riverside Insights)","https://onlinehelp.riversideinsights.com/Help/DM/mergedProjects/DM_Assessments_Help/DataManager_Test_Assessment/Test_and_Score_Descriptions/CogAT_Test_Descriptions.htm","proprietary_describe_only","describe_only - secure item type; describe format only, never reproduce"
"QR-028","quantitative","number_series","Number Series: determine the missing number in a sequence (Gf/RQ)","K-8","item_type","numeric","quantitative plus inductive reasoning (RQ, I)","constructed","'combo lock' - supply the missing number to click the next tumbler","high - series rules and gaps parameterize cleanly","high - untimed depth reaches a strong tail","med - format is known but constructed answers cut guessing","validated pure quantitative-reasoning measure; adopt as constructed response with latency","WJ IV Tests of Cognitive Abilities - Number Series (Riverside)","https://info.riversideinsights.com/hubfs/WJ-IV_Test-Descriptions_Cognitive.pdf","proprietary_describe_only","describe_only - secure subtest; describe format only, never reproduce"
"QR-029","quantitative","word_problem_reasoning","Applied Problems: choose the procedure and ignore extraneous information (Gq)","K-8","item_type","mixed","problem representation and identifying the relevant quantities","spoken","'shopkeeper' - ignore the decoy items and ring up only what the order needs","high - swap contexts, numbers, and decoys","med - some computation load caps the pure-reasoning tail","med - curriculum-linked; the extraneous-info design lowers coaching","isolating relevant information is a reasoning skill CogAT quant does not probe","WJ IV Tests of Achievement - Applied Problems (Riverside)","https://7083436.fs1.hubspotusercontent-na1.net/hubfs/7083436/WJ%20IV%20ACH%20Test%20Descriptions%20(3)%20copy%20(2).pdf","proprietary_describe_only","describe_only - secure subtest; describe format only, never reproduce"
"QR-030","quantitative","numeric_matrix","Number Matrices: find the missing number that satisfies a matrix of relations","4-5","item_type","numeric","two-dimensional relational quantitative reasoning","constructed","'grid guardian' - fill the empty cell to satisfy both row and column rules","high - matrix rules and size are parameterized","high - dual row/column constraints reach a high tail","med - matrix strategy is learnable; a constructed answer helps","two-dimensional numeric reasoning richer than CogAT's linear series/analogy","WJ IV Tests of Achievement - Number Matrices (Riverside)","https://7083436.fs1.hubspotusercontent-na1.net/hubfs/7083436/WJ%20IV%20ACH%20Test%20Descriptions%20(3)%20copy%20(2).pdf","proprietary_describe_only","describe_only - secure subtest; describe format only, never reproduce"
"QR-031","quantitative","balance_equivalence","Figure Weights: choose the weight(s) that keep a balance scale in equilibrium","K-8","item_type","figural","quantitative reasoning via equivalence and substitution","mcq","'gravity puzzle' - drop shapes onto the pan until it balances, beat the timer","high - shape values and relations are fully generable","high - multi-substitution items reach a very high tail","low - abstract shapes reduce language and curriculum load","near-language-free quantitative equivalence reasoning; a strong low-bias signal","WISC-V test content and scales - Figure Weights (Pearson)","https://www.pearsonassessments.com/content/dam/school/global/clinical/us/assets/wisc-v/wisc-v-scales.pdf","proprietary_describe_only","describe_only - secure subtest; describe format only, never reproduce"
"QR-032","quantitative","arithmetic_reasoning","Arithmetic: mentally reason through spoken worded quantitative problems","4-5","item_type","audio","verbal quantitative reasoning under time","spoken","'mental math dojo' - solve spoken challenges, chain correct answers for belts","high - numbers and contexts are templatable","med - speed and computation load limit the pure-reasoning tail","med - practice plus working-memory and language load; monitor bias","shows reasoning and working-memory interplay; part of the QRI, unlike CogAT","WISC-V interpretive report - Arithmetic and QRI (Pearson)","https://www.pearsonassessments.com/content/dam/school/global/clinical/us/assets/wisc-v/wisc-v-interpretive-report.pdf","proprietary_describe_only","describe_only - secure subtest; describe format only, never reproduce"
"QR-033","quantitative","quantitative_reasoning_mixed","Quantitative Reasoning: verbal and nonverbal number problems and patterns","K-8","item_type","mixed","applied quantitative reasoning over school computation","other","'two-lane rally' - alternate a picture-number lane and a word-problem lane to advance","high - dual verbal/nonverbal templates; routing sets difficulty","high - adaptive routing already targets the tail","med - applied-reasoning focus reduces rote coaching","a model for an adaptive verbal-plus-nonverbal QR blend beyond CogAT's fixed set","Stanford-Binet 5 Quantitative Reasoning (SB5 descriptive report)","https://proedinc.com/Downloads/14462%20SB-5_OSRS_SampleDescriptiveReport.pdf","proprietary_describe_only","describe_only - secure subtest; describe format only, never reproduce"
"QR-034","quantitative","number_sense_magnitude","Numeration: identify, compare, round, and represent whole and rational numbers","K-8","item_type","numeric","conceptual number and magnitude reasoning","mcq","'number zoo sort' - drop each number into the right magnitude enclosure","high - number types and ranges are parameterized","med - many items are skill-like; reserve compare and round tasks for the tail","med - curriculum-aligned and coachable; use conceptual framings","breadth of numeration concepts to seed a magnitude strand CogAT lacks","KeyMath-3 Diagnostic Assessment - Numeration (Pearson)","https://www.pearsonclinical.com.au/content/dam/school/global/clinical/au/assets/keymaths3/KeyMaths-3-DA-Sample-Report.pdf","proprietary_describe_only","describe_only - secure subtest; describe format only, never reproduce"
"QR-035","quantitative","word_problem_reasoning","Applied Problem Solving: interpret a contextual problem and choose a strategy","K-8","item_type","mixed","problem interpretation and strategy application","constructed","'story solver' - tap the clues that matter, discard the rest, then solve","med - contexts are templatable; scoring needs a rubric","med - mixes reasoning with computation","med - contexts vary by background; check DIF","a structured applied-reasoning bank to adapt, with richer word-problems than CogAT","KeyMath-3 Diagnostic Assessment - Applied Problem Solving (Pearson)","https://www.pearsonclinical.com.au/content/dam/school/global/clinical/au/assets/keymaths3/KeyMaths-3-DA-Sample-Report.pdf","proprietary_describe_only","describe_only - secure subtest; describe format only, never reproduce"
"QR-036","quantitative","quantitative_comparison","compare or order numbers, fractions, or decimals (greater / less / equal)","4-5","example_item","numeric","relational magnitude reasoning across representations","mcq","'podium ranker' - drag values onto 1st/2nd/3rd; a wrong order topples the podium","high - value sets and representations are generated","med - simple compares are low ceiling; mix representations to raise it","low - concept-level comparison with low language load","comparison and ordering reasoning plus representation flexibility beyond CogAT","NAEP Mathematics released questions (Questions Tool, NCES)","https://www.nationsreportcard.gov/nqt/","gov_released","reuse_verbatim - U.S. government work; cite NAEP/NCES"
"QR-037","quantitative","proportional_reasoning","ratio/rate unit reasoning (e.g., exchange rate, best-buy comparison)","6-8","example_item","mixed","multiplicative and proportional reasoning","constructed","'market trader' - convert currencies to spot the best deal and bank the profit","high - rates and quantities are templatable","high - proportional reasoning is a strong secondary-tail signal","med - familiar rate procedures are coachable; use novel contexts","adds a multiplicative/proportional reasoning strand CogAT quant omits","PISA released mathematics units (OECD, consolidated by ACER)","https://www.acer.org/files/pisa_relitems_maths_2.pdf","gov_released","adapt_ok - OECD copyright; released for educational use with attribution"
"QR-038","quantitative","word_problem_reasoning","multi-part real-world Problem of the Week reasoning task","6-8","example_item","mixed","extended multi-part quantitative reasoning","constructed","'weekly raid boss' - a cooperative multi-part challenge with team scoring","high - a themed multi-part archive that is parameterizable","high - layered parts reach a strong tail","med - enrichment prep exists; refresh themes","adds collaborative, multi-part reasoning and a persistence signal CogAT lacks","MATHCOUNTS Problem of the Week archive (free)","https://www.mathcounts.org/resources/problem-week-archive","publisher_sample_describe_only","describe_only - link official archive; MATHCOUNTS copyright, do not reproduce"
"QR-039","quantitative","pattern_completion","extend a repeating or growing pattern and state the rule","2-3","example_item","mixed","pattern abstraction and rule finding","drag_drop","'bead bracelet' - drag beads to continue the pattern and finish the bracelet","high - motif, rule, and length are parameterized","med - simple repeats are low ceiling; add growing and nested patterns","med - pattern tasks are common in class; use novel rules","early low-language pattern reasoning bridging to number series with process data","NAEP Mathematics sample questions (patterns/algebra, NCES)","https://www.nationsreportcard.gov/mathematics/sample-questions/","gov_released","reuse_verbatim - U.S. government work; cite NAEP/NCES"
"QR-040","quantitative","number_series","released 'complete the number pattern' sequence item (grade 4)","4-5","example_item","numeric","sequential rule induction","mcq","'stepping stones' - hop to the stone showing the right next number, a miss makes a splash","high - step rule and magnitude are parameterized for AIG","med - MC ceiling; interleave rules to raise it","med - series drilling is common; vary rule families","released, adaptable series bank with cross-national difficulty data CogAT cannot match","TIMSS 2003 released grade 4 mathematics items (NCES PDF)","https://nces.ed.gov/timss/pdf/TIMSS2003_G4_Math.pdf","gov_released","adapt_ok - internationally released; attribute TIMSS/IEA"
"SP-001","spatial","mental_rotation","pick which of 4 options is a pure rotation (not a mirror image) of a target 3D cube (Shepard-Metzler) figure","6-8","example_item","figural","3D mental rotation and mirror-vs-rotation discrimination","mcq","drag to spin the block figure in 3D before locking an answer; framed as match-the-crystal with a satisfying snap when the correct orientation is found","high - rotation angle, rotation axis, and number of cubes are fully parameterizable for automatic item generation (AIG)","high - large angular disparity plus more cubes and added mirror foils cleanly separate top performers","low language load so strong for ELL; training effects exist (Uttal 2013 g=0.47) but transfer and are durable; watch documented sex differences as a fairness check","CogAT barely measures true 3D rotation (its nonverbal battery is figural reasoning, Lohman 2005); adding it captures STEM talent CogAT misses (Wai/Lubinski/Benbow 2009 SMPY) and is naturally interactive","Vandenberg & Kuse Mental Rotations Test (redraws of Shepard-Metzler figures)","https://doi.org/10.2466/pms.1978.47.2.599","research_described","adapt_ok - redrawn Shepard-Metzler figures are widely reused in research"
"SP-002","spatial","mental_rotation","a worked example shows an object rotated a given way; pick the option that applies the same rotation to a new 3D object (isometric drawings)","6-8","example_item","figural","analogical 3D rotation (infer and reapply a rotation rule)","mcq","tablet drag-to-rotate preview of the sample rotation; learner replays the spin like a short animation before choosing","high - rotation magnitude, axis count (single vs combined), and symmetric-vs-asymmetric solids are IRT-tunable (PSVT:R difficulty maps to complexity)","high - asymmetric figures and multi-axis rotations resist guessing and stretch the top tail","med - analytic strategies can be coached, so use AIG novel figures; low reading load aids ELL fairness","targets rotation-of-rotation reasoning central to engineering and chemistry that CogAT does not isolate; PSVT:R is a documented STEM predictor","Revised Purdue Spatial Visualization Test: Rotations (Guay 1977; Yoon 2011)","https://www.spatiallearning.org/tools/revised-purdue-spatial-visualization-test-revised-psvtr-visualization-of-rotations","research_described","adapt_ok - author original figures in the PSVT:R style rather than copying plates"
